id,name,jl_number,block_id,latitude,longitude
40584,Piprakhali,13,332.0,21.9872887,88.3567163
40585,Kaorakhali,14,332.0,21.9861926,88.3967536
40586,Dakshin Raypur,15,332.0,22.40373,88.1510962
40587,Digambarpur,16,332.0,21.9384172,88.387051
40588,Gurudaspur,17,332.0,21.9292625,88.3652122
40589,Pashchim Shridharpur,18,332.0,22.5640163,87.75296
40590,Uttar Mahendrapur,19,332.0,21.912932,88.3712796
40591,Parbatipur,20,332.0,22.6548287,88.2290783
40592,Indranarayanpur,21,332.0,21.9115728,88.384625
40593,Ramnagar Abad,22,332.0,21.8817718,88.384625
40594,Raj Rajeshwarpur,23,332.0,22.5673295,88.34733039999999
40595,Bishwanathpur,24,332.0,22.7004533,88.631372
40596,Gayadham,25,332.0,21.8639383,88.38947689999999
40597,Indraprastha,26,332.0,22.7113193,88.47338789999999
40598,Jogindrapur,27,332.0,26.5558381,89.2062985
40599,Dakshin Mahendrapur,28,332.0,21.8162089,88.384625
40600,Ramganga,29,332.0,21.7996877,88.3712796
40601,Dakshin Gobindapur,30,332.0,21.8279393,88.3652122
40602,Debichak,31,332.0,21.8354493,88.3712796
40603,Sagar Madhabpur,32,332.0,21.844342,88.3664257
40604,Dakshin Shibpur,33,332.0,22.7302841,88.72714429999999
40605,Uttar Gopalnagar,34,332.0,21.8306542,88.3385053
40606,Kamdebnagar,35,332.0,21.845579,88.3409338
40607,Chintamanipur,36,332.0,23.1330081,87.77510339999999
40608,Radhakrishna Nagar,37,332.0,21.8394233,88.3215014
40609,Krishnapur,38,332.0,22.6627899,88.2765304
40610,Durbachati,39,332.0,21.8153352,88.2971985
40611,Paschim Surendranagar,41,332.0,21.7973549,88.2874736
40612,Harekrishnapur,42,332.0,22.5780307,87.7474017
40613,Mahendranagar,43,332.0,21.791742,88.3215014
40614,Dakshin Gopalnagar,44,332.0,21.8066178,88.3190717
40615,Durgagobindapur,45,332.0,22.5542454,88.8228566
40616,Madhabnagar,46,332.0,21.7860253,88.3457906
40617,Pashchim Dwarakapur,47,332.0,21.7738123,88.3166419
40618,Baradapur,48,332.0,21.7499222,88.3117819
40619,Bhagbatpur,49,332.0,21.7320908,88.3166419
40620,Kishorinagar,51,332.0,21.7322375,88.3312187
40621,Dakshin Lakshminarayanpur,52,332.0,24.0174982,88.07908359999999
40622,Dakshin Shibganj,53,332.0,21.7832612,88.3676393
40623,Chhoto Banshyamnagar,54,332.0,-1.0,-1.0
40624,Shibnagar,55,332.0,24.0038916,88.24672679999999
40625,Banshyamnagar,56,332.0,22.8204816,88.3769705
40626,Lakshmipur,57,332.0,24.801475,87.96778280000001
40627,Bishnupur,58,332.0,23.0678795,87.3165222
40628,Kamdebpur,59,332.0,22.7826934,88.50091859999999
40629,Achintyanagar,60,332.0,21.8167193,88.4379653
40630,Lakshmi Janardanpur,61,332.0,21.8347818,88.4573454
40631,Purba Chintamanipur,62,332.0,22.1156773,87.8611136
40632,Kumarpur,63,332.0,23.6959678,86.9386238
40633,Maheshpur,64,332.0,22.2816125,88.3633918
40634,Kedarpur,65,332.0,21.8760463,88.4088788
40635,Purba Dwarakapur,66,332.0,21.8855997,88.4241888
40636,Kuyemuri,67,332.0,21.951919,88.4852646
40637,Purba Surendranagar,69,332.0,21.8706789,88.4718747
40638,Heramba Gopalpur,70,332.0,21.878689,88.4518957
40639,Dakshin Kashinagar,71,332.0,21.855889,88.4839788
40640,Purba Shripatinagar,72,332.0,21.8171679,88.4863991
40641,Pashchim Shripatinagar,73,332.0,22.5762149,88.3639752
40642,Upendranagar,74,332.0,21.7722642,88.4646107
40643,Rakhalpur,75,332.0,21.7721744,88.4549234
40644,Shridharnagar,76,332.0,21.727267,88.4331189
40645,Gangapur,77,332.0,22.7830503,88.5396131
40646,Krishnadaspur,78,332.0,21.732858,88.39432819999999
40647,Rakshaskhali,79,332.0,21.7475942,88.37734619999999
40648,Kshetramohanpur,80,332.0,21.75036,88.3555025
40649,Brajaballavpur,81,332.0,21.9623617,87.650714
40650,Gobindapur Abad,82,332.0,21.7088283,88.37491969999999
40651,Satyadaspur,83,332.0,21.7151626,88.4137279
40652,Daspur,84,332.0,22.6068031,87.7246498
40653,Uttar Surendraganj,85,332.0,21.6912283,88.40402910000002
40654,Dakshin Surendraganj,86,332.0,21.676164,88.387051
40655,Indrapur,87,332.0,21.6554193,88.3991789
40656,Buraburirtat,88,332.0,21.6315776,88.3991789
40657,Sitarampur,89,332.0,23.7233343,86.89477889999999
40658,Gobardhanpur,90,332.0,22.3198976,87.6556468
40659,Baidyakhali,1,333.0,22.3555016,88.1022869
40660,Pakurtala,2,333.0,24.4687639,88.0635824
40661,Shriballavpur,3,333.0,24.326989,87.890565
40662,Bakultala,4,333.0,22.4854403,88.3017564
40663,Khorda Bakultala,5,333.0,-1.0,-1.0
40664,Paikan,6,333.0,22.5283183,88.53598699999999
40665,Bar Asta,7,333.0,22.7228159,88.480552
40666,Krishnapur,8,333.0,22.6627899,88.2765304
40667,Mamudpur,9,333.0,22.8894533,88.4525012
40668,Dakshinala,10,333.0,23.3736804,88.5764612
40669,Guthari,11,333.0,22.3423638,88.1254781
40670,Pashchim Daulatpur,12,333.0,22.3452868,88.1205967
40671,Mahadebpur,13,333.0,25.6324091,88.3117819
40672,Padmapur,14,333.0,22.3480679,88.1035078
40673,Abad Shimulganj,15,333.0,-1.0,-1.0
40674,Ahammadpur,16,333.0,23.830864,87.6913936
40675,Rajarampur,17,333.0,24.3573495,88.1860087
40676,Chak Dhanumondal Krishnaram Basu,18,333.0,22.3139626,88.1169354
40677,Shyamsundarpur,19,333.0,22.7298885,88.1498766
40678,Basulat,20,333.0,22.3019325,88.10717029999999
40679,Falta,21,333.0,22.3019986,88.1284383
40680,Chandideul,22,333.0,22.2946113,88.11815589999999
40681,Sahara,23,333.0,21.7494776,87.45668169999999
40682,Bhatuali,24,333.0,-1.0,-1.0
40683,Ishwaripur,25,333.0,22.3022139,88.131579
40684,Sujapur,26,333.0,25.0690815,88.13767899999999
40685,Jagannathpur,27,333.0,22.7462731,88.4467528
40686,Belsingha,28,333.0,22.3009328,88.1498766
40687,Punya,29,333.0,21.9117686,87.4529661
40688,Neoda,30,333.0,22.2866908,88.14194859999999
40689,Chandpala Anantarampur,31,333.0,22.2832641,88.15408599999999
40690,Barhaibatpur,32,333.0,23.8837878,88.0839695
40691,Shrirampur,33,333.0,22.748331,88.3385053
40692,Nityanandapur,34,333.0,23.4670639,87.940833
40693,Paschim Durgapur,35,333.0,23.8191919,87.70617709999999
40694,Dakshin Sargaria,36,333.0,22.2982008,88.17182369999999
40695,Sahapur Kamalpur,37,333.0,22.3042413,88.179137
40696,Shwetkalla,38,333.0,22.3131521,88.1766993
40697,Taragadi,39,333.0,22.3130154,88.1645092
40698,Budhagram,40,333.0,22.3129329,88.15719349999999
40699,Banki,41,333.0,22.3587411,88.7445888
40700,Dona,42,333.0,22.3188086,88.1498766
40701,Rasulpur,43,333.0,23.1840099,88.0301946
40702,Mahirampur,44,333.0,22.318558,88.12791849999999
