id,name,jl_number,block_id,latitude,longitude
19470,Olda,271,167.0,22.1669516,87.12358359999999
19471,Nayagan,272,167.0,22.170838,87.1329375
19472,Nehar,273,167.0,22.1641485,87.133561
19473,Satkuli,274,167.0,22.1552582,87.136055
19474,Ghorapara,275,167.0,22.1492586,87.133561
19475,Kumrasole,276,167.0,23.7882662,87.2655636
19476,Dehajang,277,167.0,-1.0,-1.0
19477,Shimuliya-(278),278,167.0,23.0441166,88.6949437
19478,Loudaha,279,167.0,22.1429965,87.1160991
19479,Jilimili,280,167.0,-1.0,-1.0
19480,Talghodapara,281,167.0,26.6905345,89.28046060000001
19481,Tentuldhila,282,167.0,22.1344122,87.136055
19482,Dahabarh,283,167.0,-1.0,-1.0
19483,Rampura,284,167.0,22.2399506,87.39223590000002
19484,Kalaruh,285,167.0,-1.0,-1.0
19485,Naihat,286,167.0,22.8928724,88.42203239999999
19486,Chunpara-(287),287,167.0,22.6570632,87.2699159
19487,Jamidardaga,334,168.0,-1.0,-1.0
19488,Shuknibasa (340),340,168.0,23.3225212,86.8884317
19489,Jharageria,341,168.0,-1.0,-1.0
19490,Salukguia,342,168.0,-1.0,-1.0
19491,Tedhashol,343,168.0,-1.0,-1.0
19492,Kutushgeria,344,168.0,22.4991092,86.9722242
19493,Ramchandrapur,346,168.0,22.8911172,88.4706642
19494,Sikdakhali,347,168.0,22.3958334,88.17730879999999
19495,Dalkati,348,168.0,22.572646,88.36389500000001
19496,Kisamat Bhratpur,349,168.0,22.4628179,86.97805009999999
19497,Shuyabasa,350,168.0,-1.0,-1.0
19498,Darkhuli,351,168.0,22.2639298,87.13480799999999
19499,Beladangga,352,168.0,23.9358993,88.25146509999999
19500,Khasjanggal (353),353,168.0,22.0606246,87.1216249
19501,Satyadihi,354,168.0,22.4446043,86.9592797
19502,Jaraladha,355,168.0,-1.0,-1.0
19503,Shrirampur,356,168.0,22.748331,88.3385053
19504,Bharatpur (JL No.- 357),357,168.0,-1.0,-1.0
19505,Benageria,358,168.0,23.1409397,86.9936865
19506,Nunnunigerya,359,168.0,-1.0,-1.0
19507,Raghunathapur,360,168.0,23.5343795,86.6686635
19508,Chandipur (361),361,168.0,22.4796271,88.0191871
19509,Keshabdihi,362,168.0,23.0182956,87.8758417
19510,Nutandihi (JL. No.- 363),363,168.0,-1.0,-1.0
19511,Bamda (JL No.- 364),364,168.0,28.6705777,77.1801639
19512,Konyaduba,365,168.0,-1.0,-1.0
19513,Bhalukhulya,366,168.0,22.4621557,86.7887609
19514,Chandabila,367,168.0,22.8194438,87.23446419999999
19515,Khasjanggal  (368),368,168.0,22.0606246,87.1216249
19516,Balaramdihi,369,168.0,22.4615388,86.98930879999999
19517,Jamda(370),370,168.0,22.4653879,86.9961879
19518,Betkundari,371,168.0,22.4877859,86.99993959999999
19519,Kanyaduba-(372),372,168.0,22.3217643,86.93002609999999
19520,Murgidihi,373,168.0,22.4877082,87.0158814
19521,Bindukadha,374,168.0,-1.0,-1.0
19522,Talmetal,375,168.0,22.4957129,87.0261939
19523,Jodakendadi,376,168.0,-1.0,-1.0
19524,Jaynagar-(377),377,168.0,23.7703727,87.0986308
19525,Kuldiha-(378),378,168.0,23.5442079,87.4029807
19526,Matihana,379,168.0,22.6055046,86.8126195
19527,Dakshinchka,380,168.0,-1.0,-1.0
19528,Kedadi,381,168.0,23.3309892,86.15864289999999
19529,Saralya-(382),382,168.0,-1.0,-1.0
19530,Lohamelia,383,168.0,-1.0,-1.0
