id,name,jl_number,block_id
40584,Piprakhali,013,332.0
40585,Kaorakhali,014,332.0
40586,Dakshin Raypur,015,332.0
40587,Digambarpur,016,332.0
40588,Gurudaspur,017,332.0
40589,Pashchim Shridharpur,018,332.0
40590,Uttar Mahendrapur,019,332.0
40591,Parbatipur,020,332.0
40592,Indranarayanpur,021,332.0
40593,Ramnagar Abad,022,332.0
40594,Raj Rajeshwarpur,023,332.0
40595,Bishwanathpur,024,332.0
40596,Gayadham,025,332.0
40597,Indraprastha,026,332.0
40598,Jogindrapur,027,332.0
40599,Dakshin Mahendrapur,028,332.0
40600,Ramganga,029,332.0
40601,Dakshin Gobindapur,030,332.0
40602,Debichak,031,332.0
40603,Sagar Madhabpur,032,332.0
40604,Dakshin Shibpur,033,332.0
40605,Uttar Gopalnagar,034,332.0
40606,Kamdebnagar,035,332.0
40607,Chintamanipur,036,332.0
40608,Radhakrishna Nagar,037,332.0
40609,Krishnapur,038,332.0
40610,Durbachati,039,332.0
40611,Paschim Surendranagar,041,332.0
40612,Harekrishnapur,042,332.0
40613,Mahendranagar,043,332.0
40614,Dakshin Gopalnagar,044,332.0
40615,Durgagobindapur,045,332.0
40616,Madhabnagar,046,332.0
40617,Pashchim Dwarakapur,047,332.0
40618,Baradapur,048,332.0
40619,Bhagbatpur,049,332.0
40620,Kishorinagar,051,332.0
40621,Dakshin Lakshminarayanpur,052,332.0
40622,Dakshin Shibganj,053,332.0
40623,Chhoto Banshyamnagar,054,332.0
40624,Shibnagar,055,332.0
40625,Banshyamnagar,056,332.0
40626,Lakshmipur,057,332.0
40627,Bishnupur,058,332.0
40628,Kamdebpur,059,332.0
40629,Achintyanagar,060,332.0
40630,Lakshmi Janardanpur,061,332.0
40631,Purba Chintamanipur,062,332.0
40632,Kumarpur,063,332.0
40633,Maheshpur,064,332.0
40634,Kedarpur,065,332.0
40635,Purba Dwarakapur,066,332.0
40636,Kuyemuri,067,332.0
40637,Purba Surendranagar,069,332.0
40638,Heramba Gopalpur,070,332.0
40639,Dakshin Kashinagar,071,332.0
40640,Purba Shripatinagar,072,332.0
40641,Pashchim Shripatinagar,073,332.0
40642,Upendranagar,074,332.0
40643,Rakhalpur,075,332.0
40644,Shridharnagar,076,332.0
40645,Gangapur,077,332.0
40646,Krishnadaspur,078,332.0
40647,Rakshaskhali,079,332.0
40648,Kshetramohanpur,080,332.0
40649,Brajaballavpur,081,332.0
40650,Gobindapur Abad,082,332.0
40651,Satyadaspur,083,332.0
40652,Daspur,084,332.0
40653,Uttar Surendraganj,085,332.0
40654,Dakshin Surendraganj,086,332.0
40655,Indrapur,087,332.0
40656,Buraburirtat,088,332.0
40657,Sitarampur,089,332.0
40658,Gobardhanpur,090,332.0
40659,Baidyakhali,001,333.0
40660,Pakurtala,002,333.0
40661,Shriballavpur,003,333.0
40662,Bakultala,004,333.0
40663,Khorda Bakultala,005,333.0
40664,Paikan,006,333.0
40665,Bar Asta,007,333.0
40666,Krishnapur,008,333.0
40667,Mamudpur,009,333.0
40668,Dakshinala,010,333.0
40669,Guthari,011,333.0
40670,Pashchim Daulatpur,012,333.0
40671,Mahadebpur,013,333.0
40672,Padmapur,014,333.0
40673,Abad Shimulganj,015,333.0
40674,Ahammadpur,016,333.0
40675,Rajarampur,017,333.0
40676,Chak Dhanumondal Krishnaram Basu,018,333.0
40677,Shyamsundarpur,019,333.0
40678,Basulat,020,333.0
40679,Falta,021,333.0
40680,Chandideul,022,333.0
40681,Sahara,023,333.0
40682,Bhatuali,024,333.0
40683,Ishwaripur,025,333.0
40684,Sujapur,026,333.0
40685,Jagannathpur,027,333.0
40686,Belsingha,028,333.0
40687,Punya,029,333.0
40688,Neoda,030,333.0
40689,Chandpala Anantarampur,031,333.0
40690,Barhaibatpur,032,333.0
40691,Shrirampur,033,333.0
40692,Nityanandapur,034,333.0
40693,Paschim Durgapur,035,333.0
40694,Dakshin Sargaria,036,333.0
40695,Sahapur Kamalpur,037,333.0
40696,Shwetkalla,038,333.0
40697,Taragadi,039,333.0
40698,Budhagram,040,333.0
40699,Banki,041,333.0
40700,Dona,042,333.0
40701,Rasulpur,043,333.0
40702,Mahirampur,044,333.0
40703,Narayanbere,045,333.0
40704,Mallikpur,046,333.0
40705,Kalagachhia,047,333.0
40706,Pakurdigra,048,333.0
40707,Gopalpur,049,333.0
40708,Chaka,050,333.0
40709,Asta,051,333.0
40710,Jamira,052,333.0
40711,Uttar Sargaria,053,333.0
40712,Daluipur,054,333.0
40713,Paikpara,055,333.0
40714,Krishnapur Madhabpur,056,333.0
40715,Tripurapur,057,333.0
40716,Sujagalpur,058,333.0
40717,Narayantala,059,333.0
40718,Badeghara,060,333.0
40719,Rukhia,061,333.0
40720,Goaberia,062,333.0
40721,Ramlakha,063,333.0
40722,Kalsa,064,333.0
40723,Shatal,065,333.0
40724,Nilambarpur,066,333.0
40725,Ponkamara,067,333.0
40726,Naopukuria,068,333.0
40727,Kathalfuli,069,333.0
40728,Dholtikari,070,333.0
40729,Laskarpur,071,333.0
40730,Jangalia,072,333.0
40731,Baldanri,073,333.0
40732,Harindanga,074,333.0
40733,Ghurulia,075,333.0
40734,Basudebpur,076,333.0
40735,Majlispur,077,333.0
40736,Jaglaballavpur,078,333.0
40737,Hogla,079,333.0
40738,Brihaspatipur,080,333.0
40739,Talanda,081,333.0
40740,Mulpunja,082,333.0
40741,Narayani,083,333.0
40742,Keyatkhanda,084,333.0
40743,Dostipur,085,333.0
40744,Aldadpur,086,333.0
40745,Kodalia,087,333.0
40746,Purba Daulatpur,088,333.0
40747,Bayaria,089,333.0
40748,Alambibi Ramnagar,090,333.0
40749,Digra,091,333.0
40750,Bhagabanpur,092,333.0
40751,Bainchberia,093,333.0
40752,Kaikhali,094,333.0
40753,Shridharhat,095,333.0
40754,Gobindapur,096,333.0
40755,Jadabbati,097,333.0
40756,Hangarghata Harishpur,098,333.0
40757,Debipur,099,333.0
40758,Achanda,100,333.0
40759,Jhumunia,101,333.0
40760,Lakhna Gangadharpur,102,333.0
40761,Malaya Harishpur,103,333.0
40762,Amarpur,104,333.0
