0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
5159,50635,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017053,2016-06-29 05:09:43.724950,2016-06-29 05:09:43.767319
5160,50636,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Puin                     ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015018044,2016-06-29 05:09:44.230078,2016-06-29 05:09:44.287239
5161,50637,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017054,2016-06-29 05:09:45.064472,2016-06-29 05:09:45.144061
5162,50638,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017055,2016-06-29 05:09:45.849938,2016-06-29 05:09:45.925526
5163,50639,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017056,2016-06-29 05:09:46.637649,2016-06-29 05:09:46.674547
5164,50640,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017057,2016-06-29 05:09:46.973318,2016-06-29 05:09:47.036849
5165,50641,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017058,2016-06-29 05:09:47.749561,2016-06-29 05:09:47.792134
5166,50642,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017059,2016-06-29 05:09:48.377100,2016-06-29 05:09:48.469087
5167,50643,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Puin                     ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015018045,2016-06-29 05:09:49.103348,2016-06-29 05:09:49.139583
5168,50644,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Donggabathan             ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015015005,2016-06-29 05:09:49.487980,2016-06-29 05:09:49.526490
5169,50645,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Rangtakhali,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015101036,2016-06-29 05:09:50.193332,2016-06-29 05:09:50.246770
5170,50646,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017060,2016-06-29 05:09:50.944376,2016-06-29 05:09:51.030008
5171,50647,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017061,2016-06-29 05:09:51.406894,2016-06-29 05:09:51.444871
5172,50648,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Chakchamrul              ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015026007,2016-06-29 05:09:51.865515,2016-06-29 05:09:51.927202
5173,50649,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Dongal                   ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015107017,2016-06-29 05:09:52.603984,2016-06-29 05:09:52.644279
5174,50650,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Puin                     ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015018046,2016-06-29 05:09:52.999546,2016-06-29 05:09:53.039161
5175,50651,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Chakchamrul              ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015026008,2016-06-29 05:09:53.534333,2016-06-29 05:09:53.587905
5176,50652,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Asanpur,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015089005,2016-06-29 05:09:54.025043,2016-06-29 05:09:54.060938
5177,50653,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017062,2016-06-29 05:09:54.492442,2016-06-29 05:09:54.540037
5178,50654,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Puin                     ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015018047,2016-06-29 05:09:55.093922,2016-06-29 05:09:55.157824
5179,50655,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Puin                     ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015018048,2016-06-29 05:09:55.806336,2016-06-29 05:09:55.873858
5180,50656,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Chakchamrul              ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015026009,2016-06-29 05:09:56.665322,2016-06-29 05:09:56.731261
5181,50657,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017063,2016-06-29 05:09:57.361514,2016-06-29 05:09:57.450907
5182,50658,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017064,2016-06-29 05:09:58.359341,2016-06-29 05:09:58.449720
5183,50659,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017065,2016-06-29 05:09:58.872236,2016-06-29 05:09:58.916622
5184,50660,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017066,2016-06-29 05:09:59.312300,2016-06-29 05:09:59.357461
5185,50661,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017067,2016-06-29 05:09:59.776334,2016-06-29 05:09:59.814513
5186,50662,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Tirol                    ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015017068,2016-06-29 05:10:00.289131,2016-06-29 05:10:00.348111
5187,50663,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Dakshin Sekhpur          ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015100017,2016-06-29 05:10:00.775190,2016-06-29 05:10:00.814009
5188,50664,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Puin                     ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015018049,2016-06-29 05:10:01.672801,2016-06-29 05:10:01.737870
5189,50665,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Purbba Shibpur           ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015081012,2016-06-29 05:10:02.282722,2016-06-29 05:10:02.362998
5190,50666,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Puin                     ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015018050,2016-06-29 05:10:03.052579,2016-06-29 05:10:03.095048
5191,50667,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Purbba Shibpur           ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015081013,2016-06-29 05:10:03.463580,2016-06-29 05:10:03.506093
5192,50668,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Puin                     ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015018051,2016-06-29 05:10:04.064942,2016-06-29 05:10:04.120302
5193,50669,Hooghly 3 - STL Chinsurah,,,2016-01-06,,,Hooghly,ARAMBAGH,Madhurpur                ,Levelled,Irrigated,Well,Sandy loam,,,Potato,,Paddy,,Sesamum,,deo1stlchins@soil.in,True,06015082042,2016-06-29 05:10:04.785059,2016-06-29 05:10:04.858386
5194,50468,Burdwan 1 - STL Burdwan,,,2016-01-18,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Pond,Clay loam,23.522278,87.460361,,,Paddy,,,,,True,02009028001,2016-06-29 05:32:02.207061,2016-06-29 05:32:02.291730
5195,50469,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.541778,87.633222,,,Paddy,,,,,True,02009028002,2016-06-29 05:32:03.312357,2016-06-29 05:32:03.374616
5196,50470,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.541472,87.628361,,,Paddy,,,,,True,02009028003,2016-06-29 05:32:04.103793,2016-06-29 05:32:04.131952
5197,50471,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.542917,87.631833,,,Paddy,,,,,True,02009028004,2016-06-29 05:32:04.654154,2016-06-29 05:32:04.686275
5198,50472,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.542558,87.625111,,,Paddy,,,,,True,02009028005,2016-06-29 05:32:05.065328,2016-06-29 05:32:05.095969
