,id,name,jl_number,block_id,created_at,updated_at
20000,23542,Bhangabandh,007,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20001,23543,Gopinathpur(008),008,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20002,23544,Akalpous,009,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20003,23545,SRIRAMPUR,010,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20004,23546,Baguan,011,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20005,23547,Asanpur    (12),012,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20006,23548,Amdanagar-13,013,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20007,23549,Bankakul,014,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20008,23550,Jagul,015,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20009,23551,Pandat,016,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20010,23552,Hanumandihi,017,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20011,23553,Balbhadrapur,018,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20012,23554,Chandipur  (19),019,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20013,23555,Ajodhyapur,020,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20014,23556,Mirzapur,021,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20015,23557,Talbandi,022,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20016,23558,Garnishchintapur-23,023,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20017,23559,Tinuya,024,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20018,23560,Kanthaliya,025,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20019,23561,Kamalpur,026,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20020,23562,Chakfateulla,027,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20021,23563,Mokarimpur,028,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20022,23564,Bhgabanpur,029,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20023,23565,Radhaballavpur,030,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20024,23566,Baulashini (31),031,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20025,23567,Debpur,032,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20026,23568,Nandeswar,033,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20027,23569,Ballavpur-34,034,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20028,23570,Aniruddhachak,035,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20029,23571,Bhratpur,036,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20030,23572,Dharmanggadpur,037,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20031,23573,Sinuya,038,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20032,23574,Jagannathpur(39),039,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20033,23575,Pathanakutubpur,040,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20034,23576,Kanakpur,041,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20035,23577,Bahadurpur,042,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20036,23578,Birsinhapur,043,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20037,23579,Gopalpur-44,044,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20038,23580,Bishnupur,045,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20039,23581,Chandramerh-46,046,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20040,23582,Golagram-47,047,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20041,23583,Kanchanpur,048,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20042,23584,Simulhati,049,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
20043,23585,Pashchimbaita,050,181.0,2015-11-04 18:35:26.000000,2015-11-04 18:35:26.000000
